url,title,make,model,year,vin,mileage,location,sale_status,reserve_met,sold_price_usd,highest_bid_usd,auction_end_datetime_utc,number_of_bids,scraped_at_utc
https://bringatrailer.com/listing/2004-toyota-land-cruiser-90,"2004 Toyota Land Cruiser UZJ100 International USA P Premium NR No Reserve A Alumni This 2004 Toyota Land Cruiser has been registered in Texas since new, and it now has 185k miles. Finished in Black Garnet Pearl over Ivory leather, it is powered by a 4.7-liter 2UZ-FE V8 linked with a five-speed automatic transmission, a dual-range transfer case, and a locking center differential. Features include 18"" alloy wheels, fog lights, a… 0 Comments 0 Views Views 0 Watchers Watchers Sold for USD $23,500 on 1/18/26 Bid: USD $23,500 Ended",Toyota,Land Cruiser,2004,,185000.0,,sold,True,23500,,2026-01-18T00:00:00+00:00,26,2026-03-02T00:08:24.715096+00:00
https://bringatrailer.com/listing/2002-toyota-land-cruiser-58,"2002 Toyota Land Cruiser UZJ100 International USA P Premium NR No Reserve A Alumni This 2002 Toyota Land Cruiser spent time in Montana, Arizona, and Oregon before the seller's acquisition on BaT in November 2022, and it has 69k miles. The truck is finished in Natural White over Ivory leather and is powered by a 4.7-liter 2UZ-FE V8 linked with a four-speed automatic transmission, a dual-range transfer case, and a locking center… 0 Comments 0 Views Views 0 Watchers Watchers Sold for USD $23,250 on 12/29/25 Bid: USD $23,250 Ended",Toyota,Land Cruiser,2002,,69000.0,,sold,True,23250,,2025-12-29T00:00:00+00:00,25,2026-03-02T00:08:24.715219+00:00
https://bringatrailer.com/listing/2006-toyota-land-cruiser-97,"2006 Toyota Land Cruiser UZJ100 International USA P Premium NR No Reserve A Alumni This 2006 Toyota Land Cruiser has remained registered in Alabama since new and is finished in black over Stone leather upholstery. Powered by a 4.7-liter 2UZ-FE V8 linked with a five-speed automatic transmission, a dual-range transfer case, and a locking center differential, the truck features 18"" five-spoke alloy wheels, fog lights, a power… 0 Comments 0 Views Views 0 Watchers Watchers Sold for USD $17,500 on 12/27/25 Bid: USD $17,500 Ended",Toyota,Land Cruiser,2006,,,,sold,True,17500,,2025-12-27T00:00:00+00:00,25,2026-03-02T00:08:24.715373+00:00
https://bringatrailer.com/listing/2006-toyota-land-cruiser-99,"2006 Toyota Land Cruiser UZJ100 International USA P Premium NR No Reserve A Alumni This 2006 Toyota Land Cruiser was sold new in Fort Walton Beach, Florida, and it has covered 389k miles during time spent in Florida, North Carolina, and Georgia. Finished in Sonora Gold Pearl over Ivory leather, it is powered by a 4.7-liter 2UZ-FE V8 linked with a five-speed automatic transmission, a dual-range transfer case, and a locking center… 0 Comments 0 Views Views 0 Watchers Watchers Sold for USD $10,950 on 12/26/25 Bid: USD $10,950 Ended",Toyota,Land Cruiser,2006,,389000.0,,sold,True,10950,,2025-12-26T00:00:00+00:00,25,2026-03-02T00:08:24.715491+00:00
https://bringatrailer.com/listing/1998-toyota-land-cruiser-91,"1998 Toyota Land Cruiser UZJ100 International USA P Premium NR No Reserve A Alumni This 1998 Toyota Land Cruiser remained under the care of its first owner for approximately 21 years in California, and it was purchased by the seller in 2020. The truck is powered by a 4.7-liter 2UZ-FE V8 linked with a four-speed automatic transmission, a dual-range transfer case, and a locking center differential. 0 Comments 0 Views Views 0 Watchers Watchers Sold for USD $44,250 on 12/26/25 Bid: USD $44,250 Ended",Toyota,Land Cruiser,1998,,,,sold,True,44250,,2025-12-26T00:00:00+00:00,25,2026-03-02T00:08:24.715630+00:00
https://bringatrailer.com/listing/1999-toyota-land-cruiser-122,"JDM 1999 Toyota Land Cruiser UZJ100 International USA P Premium NR No Reserve A Alumni This 1999 Toyota Land Cruiser is a Japanese-market example that was imported to the US before the selling dealer's acquisition in October 2025, and it has 128k kilometers (~79k miles). The truck is finished in Gray Mica Metallic over gray cloth upholstery and is powered by a 4.7-liter 2UZ-FE V8 linked with a four-speed automatic transmission, a… 0 Comments 0 Views Views 0 Watchers Watchers Bid to USD $15,750 on 12/20/25 Bid: USD $15,750 Ended",Toyota,Land Cruiser,1999,,79000.0,,reserve_not_met,False,,15750,2025-12-20T00:00:00+00:00,25,2026-03-02T00:08:24.716047+00:00
https://bringatrailer.com/listing/2002-toyota-land-cruiser-57,"2002 Toyota Land Cruiser UZJ100 International USA P Premium NR No Reserve A Alumni This 2002 Toyota Land Cruiser UZJ100 was purchased by the current owner from the original owner in 2006 and has 89k miles after time in Oregon and Washington. It is finished in Thunder Cloud Metallic over Shadow Gray leather and powered by a 4.7-liter 2UZ-FE V8 linked with a four-speed automatic transmission and a dual-range transfer case with a… 0 Comments 0 Views Views 0 Watchers Watchers Bid to USD $25,000 on 12/18/25 Bid: USD $25,000 Ended",Toyota,Land Cruiser,2002,,89000.0,,reserve_not_met,False,,25000,2025-12-18T00:00:00+00:00,25,2026-03-02T00:08:24.716168+00:00
https://bringatrailer.com/listing/2001-toyota-land-cruiser-64,"2001 Toyota Land Cruiser UZJ100 International USA P Premium NR No Reserve A Alumni This 2001 Toyota Land Cruiser is finished in Natural White over Shadow Gray leather and is powered by a 4.7-liter 2UZ-FE V8 linked with a four-speed automatic transmission, a dual-range transfer case, and a locking center differential. Features include 16"" five-spoke alloy wheels, fog lights, a power sunroof, running boards, a receiver hitch,… 0 Comments 0 Views Views 0 Watchers Watchers Bid to USD $6,988 on 12/15/25 Bid: USD $6,988 Ended",Toyota,Land Cruiser,2001,,,,reserve_not_met,False,,6988,2025-12-15T00:00:00+00:00,25,2026-03-02T00:08:24.716317+00:00
https://bringatrailer.com/listing/2003-toyota-land-cruiser-54,"2003 Toyota Land Cruiser UZJ100 International USA P Premium NR No Reserve A Alumni This 2003 Toyota Land Cruiser has been refinished in teal over Ivory leather, and it is powered by a 4.7-liter 2UZ-FE V8 linked with a five-speed automatic transmission, a dual-range transfer case, and a locking center differential. The truck has been modified with front and rear ARB bumpers, fog lights, a Warn winch, a snorkel, a roof rack, a fly… 0 Comments 0 Views Views 0 Watchers Watchers Sold for USD $11,700 on 12/11/25 Bid: USD $11,700 Ended",Toyota,Land Cruiser,2003,,,,sold,True,11700,,2025-12-11T00:00:00+00:00,25,2026-03-02T00:08:24.716466+00:00
https://bringatrailer.com/listing/1999-toyota-land-cruiser-116,"1999 Toyota Land Cruiser UZJ100 International USA P Premium NR No Reserve A Alumni This 1999 Toyota Land Cruiser remained under the care of its previous owner for approximately 19 years, and it has 193k miles. Power is provided by a 4.7-liter 2UZ-FE V8 linked with a four-speed automatic transmission, a dual-range transfer case, and a locking center differential. The truck is finished in Natural White over beige leather and… 0 Comments 0 Views Views 0 Watchers Watchers Sold for USD $19,500 on 12/5/25 Bid: USD $19,500 Ended",Toyota,Land Cruiser,1999,,193000.0,,sold,True,19500,,2025-12-05T00:00:00+00:00,25,2026-03-02T00:08:24.716584+00:00
https://bringatrailer.com/listing/1998-toyota-land-cruiser-87,"1998 Toyota Land Cruiser UZJ100 International USA P Premium NR No Reserve A Alumni This 1998 Toyota Land Cruiser is finished in Natural White over gray leather and is powered by a 4.7-liter 2UZ-FE V8 linked with a four-speed automatic transmission, a dual-range transfer case, and locking center and rear differentials. Equipment includes Bilstein dampers, antilock disc brakes, 16"" alloy wheels, a power sunroof, a receiver hitch,… 0 Comments 0 Views Views 0 Watchers Watchers Sold for USD $25,000 on 11/26/25 Bid: USD $25,000 Ended",Toyota,Land Cruiser,1998,,,,sold,True,25000,,2025-11-26T00:00:00+00:00,25,2026-03-02T00:08:24.716738+00:00
https://bringatrailer.com/listing/1999-toyota-land-cruiser-119,"1999 Toyota Land Cruiser UZJ100 International USA P Premium NR No Reserve A Alumni This 1999 Toyota Land Cruiser was purchased by the seller in 2022 and was refurbished and modified in 2023. It is powered by a 4.7-liter 2UZ-FE V8 linked with a four-speed automatic transmission, a dual-range transfer case fitted with a Cruiser Teq part-time conversion kit, and locking center and rear differentials. 0 Comments 0 Views Views 0 Watchers Watchers Sold for USD $16,500 on 11/24/25 Bid: USD $16,500 Ended",Toyota,Land Cruiser,1999,,,,sold,True,16500,,2025-11-24T00:00:00+00:00,25,2026-03-02T00:08:24.716891+00:00
https://bringatrailer.com/listing/2000-toyota-land-cruiser-128,"2000 Toyota Land Cruiser UZJ100 International USA P Premium NR No Reserve A Alumni This 2000 Toyota Land Cruiser was acquired by the seller in 2024 following history in California, and it has 152k miles. The truck is finished in Natural White over Ivory leather and is powered by a 4.7-liter 2UZ-FE V8 linked with a four-speed automatic transmission, a dual-range transfer case, and a locking center differential. 0 Comments 0 Views Views 0 Watchers Watchers Sold for USD $14,700 on 11/2/25 Bid: USD $14,700 Ended",Toyota,Land Cruiser,2000,,152000.0,,sold,True,14700,,2025-11-02T00:00:00+00:00,25,2026-03-02T00:08:24.717012+00:00
https://bringatrailer.com/listing/2000-toyota-land-cruiser-131,"2000 Toyota Land Cruiser UZJ100 International USA P Premium NR No Reserve A Alumni This 2000 Toyota Land Cruiser is powered by a 4.7-liter 2UZ-FE V8 linked with a four-speed automatic transmission, a dual-range transfer case, and a locking center differential. The truck is finished in black over Ivory leather and features 17"" Method wheels, fog lights, a power sunroof, a receiver hitch, heated front seats, a Sony head unit, a… 0 Comments 0 Views Views 0 Watchers Watchers Sold for USD $36,250 on 11/1/25 Bid: USD $36,250 Ended",Toyota,Land Cruiser,2000,,,,sold,True,36250,,2025-11-01T00:00:00+00:00,25,2026-03-02T00:07:12.364163+00:00
https://bringatrailer.com/listing/2004-toyota-land-cruiser-88,"2004 Toyota Land Cruiser UZJ100 International USA P Premium NR No Reserve A Alumni This 2004 Toyota Land Cruiser was first registered in California and remained in the state until it was acquired by the seller in 2023. The fuel pump and filter were replaced in June 2025, and additional work under current ownership is said to have involved replacing the battery, ignition coils, and brake pads. 0 Comments 0 Views Views 0 Watchers Watchers Sold for USD $17,250 on 10/24/25 Bid: USD $17,250 Ended",Toyota,Land Cruiser,2004,,,,sold,True,17250,,2025-10-24T00:00:00+00:00,25,2026-03-02T00:07:12.364316+00:00
https://bringatrailer.com/listing/2000-toyota-land-cruiser-127,"2000 Toyota Land Cruiser UZJ100 International USA P Premium NR No Reserve A Alumni This 2000 Toyota Land Cruiser is said to have been registered with its original owner in Tennessee and Mississippi before it was acquired by the seller in 2021, and subsequent modifications included the installation of Ironman 4x4 suspension lift and differential drop kits, Delta Vehicle Systems modular bumpers, a front winch, LED auxiliary… 0 Comments 0 Views Views 0 Watchers Watchers Sold for USD $26,500 on 10/23/25 Bid: USD $26,500 Ended",Toyota,Land Cruiser,2000,,,,sold,True,26500,,2025-10-23T00:00:00+00:00,25,2026-03-02T00:07:12.364473+00:00
https://bringatrailer.com/listing/2000-toyota-land-cruiser-129,"2000 Toyota Land Cruiser UZJ100 International USA P Premium NR No Reserve A Alumni This 2000 Toyota Land Cruiser was the subject of a cosmetic and mechanical refurbishment following the seller's acquisition in 2014. Work included repairing and replacing various metal panels, repainting the body black, and installing ARB bumpers, a Warn winch, LED exterior lighting, an Old Man Emu suspension lift kit, 17"" KMC alloy wheels, and… 0 Comments 0 Views Views 0 Watchers Watchers Bid to USD $17,250 on 10/22/25 Bid: USD $17,250 Ended",Toyota,Land Cruiser,2000,,,,reserve_not_met,False,,17250,2025-10-22T00:00:00+00:00,25,2026-03-02T00:07:12.364628+00:00
https://bringatrailer.com/listing/2004-toyota-land-cruiser-87,"22k-Mile 2004 Toyota Land Cruiser UZJ100 International USA P Premium NR No Reserve A Alumni This 2004 Toyota Land Cruiser remained with its original owner until February 2022 and has 22k miles. The truck is powered by a 4.7-liter 2UZ-FE V8 linked with a five-speed automatic transmission, a dual-range transfer case, and a locking center differential. It is finished in Natural White over Ivory leather and features 16″ alloy wheels, fog… 0 Comments 0 Views Views 0 Watchers Watchers Sold for USD $52,500 on 10/18/25 Bid: USD $52,500 Ended",Toyota,Land Cruiser,2004,,22000.0,,sold,True,52500,,2025-10-18T00:00:00+00:00,25,2026-03-02T00:07:12.364754+00:00
https://bringatrailer.com/listing/2004-toyota-land-cruiser-86,"2004 Toyota Land Cruiser UZJ100 International USA P Premium NR No Reserve A Alumni This 2004 Toyota Land Cruiser is finished in Natural White over Ivory leather and powered by a 4.7-liter 2UZ-FE V8 linked with a five-speed automatic transmission, a dual-range transfer case, and a locking center differential. Equipment includes a power sunroof, 18"" five-spoke alloy wheels, heated power-adjustable front seats, removable third-row… 0 Comments 0 Views Views 0 Watchers Watchers Sold for USD $34,500 on 10/17/25 Bid: USD $34,500 Ended",Toyota,Land Cruiser,2004,,,,sold,True,34500,,2025-10-17T00:00:00+00:00,25,2026-03-02T00:07:12.364908+00:00
https://bringatrailer.com/listing/2003-toyota-land-cruiser-53,"2003 Toyota Land Cruiser UZJ100 International USA P Premium NR No Reserve A Alumni This 2003 Toyota Land Cruiser is said to have remained with its current owner since new and now has 152k miles. It is finished in Thunder Cloud Metallic over Shadow Gray leather and is powered by a 4.7-liter V8 linked with a five-speed automatic transmission, a dual-range transfer case, and a locking center differential. 0 Comments 0 Views Views 0 Watchers Watchers Sold for USD $41,500 on 10/9/25 Bid: USD $41,500 Ended",Toyota,Land Cruiser,2003,,152000.0,,sold,True,41500,,2025-10-09T00:00:00+00:00,25,2026-03-02T00:07:12.365033+00:00
https://bringatrailer.com/listing/2007-toyota-land-cruiser-44,"45k-Mile 2007 Toyota Land Cruiser UZJ100 International USA P Premium NR No Reserve A Alumni This 2007 Toyota Land Cruiser was delivered new to Bighorn Toyota in Glenwood Springs, Colorado, and it now has 45k miles. The truck is powered by a 4.7-liter 2UZ-FE V8 linked with a five-speed automatic transmission and a full-time four-wheel-drive system, and it is finished in Classic Silver Metallic over Stone leather. 0 Comments 0 Views Views 0 Watchers Watchers Sold for USD $71,000 on 10/6/25 Bid: USD $71,000 Ended",Toyota,Land Cruiser,2007,,45000.0,,sold,True,71000,,2025-10-06T00:00:00+00:00,25,2026-03-02T00:07:12.365151+00:00
https://bringatrailer.com/listing/2000-toyota-land-cruiser-126,"JDM 2000 Toyota Land Cruiser UZJ100 Cygnus 5-Speed International USA P Premium NR No Reserve A Alumni This 2000 Toyota Land Cruiser UZJ100 is a right-hand-drive Cygnus example that was acquired by the selling dealer in Japan in 2023 and imported to the US in July 2025. The truck has 89k kilometers (~55k miles) and has been modified with an HKS F-CON V Pro ECU, a GruppeM carbon-fiber air intake, a lowered suspension, Brembo front brakes, 18"" Volk… 0 Comments 0 Views Views 0 Watchers Watchers Bid to USD $13,000 on 10/3/25 Bid: USD $13,000 Ended",Toyota,Land Cruiser,2000,,55000.0,,reserve_not_met,False,,13000,2025-10-03T00:00:00+00:00,25,2026-03-02T00:07:12.365287+00:00
https://bringatrailer.com/listing/2005-toyota-land-cruiser-45,"2005 Toyota Land Cruiser UZJ100 International USA P Premium NR No Reserve A Alumni This 2005 Toyota Land Cruiser is powered by a 4.7-liter 2UZ-FE V8 linked with a five-speed automatic transmission, a dual-range transfer case, and a locking center differential. It is finished in black over gray leather and features 18"" five-spoke alloy wheels, fog lights, a power sunroof, a receiver hitch, a backup camera, tinted windows, heated… 0 Comments 0 Views Views 0 Watchers Watchers Sold for USD $22,000 on 9/25/25 Bid: USD $22,000 Ended",Toyota,Land Cruiser,2005,,,,sold,True,22000,,2025-09-25T00:00:00+00:00,25,2026-03-02T00:07:12.365441+00:00
https://bringatrailer.com/listing/1999-toyota-land-cruiser-115,"1999 Toyota Land Cruiser UZJ100 International USA P Premium NR No Reserve A Alumni This 1999 Toyota Land Cruiser remained registered to the original owner in Florida through July 2025 and is powered by a 4.7-liter 2UZ-FE V8 linked with a four-speed automatic transmission, a dual-range transfer case, and locking center and rear differentials. It is finished in Riverock Green Mica over Ivory upholstery and features 16"" five-spoke… 0 Comments 0 Views Views 0 Watchers Watchers Sold for USD $12,250 on 9/24/25 Bid: USD $12,250 Ended",Toyota,Land Cruiser,1999,,,,sold,True,12250,,2025-09-24T00:00:00+00:00,25,2026-03-02T00:07:12.365598+00:00
https://bringatrailer.com/listing/2006-toyota-land-cruiser-95,"2006 Toyota Land Cruiser UZJ100 International USA P Premium NR No Reserve A Alumni This 2006 Toyota Land Cruiser was first registered in New York and later spent time in Texas, where it was acquired by the seller in 2014. Service since 2020 involved replacing the timing belt, water pump, thermostat, alternator, steering rack, spark plugs, tires, various suspension and brake components, and more as outlined below. 0 Comments 0 Views Views 0 Watchers Watchers Sold for USD $18,000 on 9/18/25 Bid: USD $18,000 Ended",Toyota,Land Cruiser,2006,,,,sold,True,18000,,2025-09-18T00:00:00+00:00,25,2026-03-02T00:07:12.365753+00:00
https://bringatrailer.com/listing/2000-toyota-land-cruiser-123,"2000 Toyota Land Cruiser UZJ100 International USA P Premium NR No Reserve A Alumni This 2000 Toyota Land Cruiser has remained registered in California from new. It is finished in Riverock Green Mica over Ivory leather and is powered by a 4.7-liter V8 linked with a four-speed automatic transmission, a dual-range transfer case, and a locking center differential. 0 Comments 0 Views Views 0 Watchers Watchers Sold for USD $39,500 on 9/14/25 Bid: USD $39,500 Ended",Toyota,Land Cruiser,2000,,,,sold,True,39500,,2025-09-14T00:00:00+00:00,25,2026-03-02T00:07:12.365898+00:00
https://bringatrailer.com/listing/1998-toyota-land-cruiser-88,"1998 Toyota Land Cruiser UZJ100 VX-R 5-Speed International USA P Premium NR No Reserve A Alumni This 1998 Toyota Land Cruiser VX-R is a left-hand-drive example that spent time in the Middle East before it was brought to the US in 2023 under previous ownership. It was subsequently sent to Slee Off Road of Golden, Colorado, who carried out a mechanical refurbishment that involved changing the fluids, installing an Old Man Emu suspension lift… 0 Comments 0 Views Views 0 Watchers Watchers Sold for USD $31,000 on 9/14/25 Bid: USD $31,000 Ended",Toyota,Land Cruiser,1998,,,,sold,True,31000,,2025-09-14T00:00:00+00:00,25,2026-03-02T00:07:12.366057+00:00
https://bringatrailer.com/listing/2001-toyota-land-cruiser-63,"2001 Toyota Land Cruiser UZJ100W VX Limited International CAN P Premium NR No Reserve A Alumni This 2001 Toyota Land Cruiser UZJ100W VX Limited is a right-hand-drive Japanese-market example that was imported from Japan to Canada in 2019 and has 117k kilometers (~73k miles). The truck is powered by a 4.7-liter 2UZ-FE V8 linked with a four-speed automatic transmission, a dual-range transfer case, and a locking center differential, and it is… 0 Comments 0 Views Views 0 Watchers Watchers Sold for USD $10,000 on 8/24/25 Bid: USD $10,000 Ended",Toyota,Land Cruiser,2001,,73000.0,,sold,True,10000,,2025-08-24T00:00:00+00:00,25,2026-03-02T00:07:12.366190+00:00
https://bringatrailer.com/listing/2006-toyota-land-cruiser-93,"2006 Toyota Land Cruiser UZJ100 International USA P Premium NR No Reserve A Alumni This 2006 Toyota Land Cruiser was delivered new to Darcars Toyota in Silver Spring, Maryland, and has 109k miles following history in Maryland and Mississippi. It is finished in Sonora Gold Pearl over Ivory leather and is powered by a 4.7-liter 2UZ-FE V8 linked with a five-speed automatic transmission, a dual-range transfer case, and a locking… 0 Comments 0 Views Views 0 Watchers Watchers Bid to USD $16,750 on 8/21/25 Bid: USD $16,750 Ended",Toyota,Land Cruiser,2006,,109000.0,,reserve_not_met,False,,16750,2025-08-21T00:00:00+00:00,25,2026-03-02T00:07:12.366319+00:00
https://bringatrailer.com/listing/1999-toyota-land-cruiser-uzj100-3,"1999 Toyota Land Cruiser UZJ100 International USA P Premium NR No Reserve A Alumni This 1999 Toyota Land Cruiser UZJ100 was purchased by the seller in 2021, and work under current ownership included repainting the exterior champagne, refreshing the interior, and replacing the radiator, timing belt, water pump, thermostat, valve cover gaskets, battery, and engine seals. The truck is powered by a 4.7-liter V8 linked to a… 0 Comments 0 Views Views 0 Watchers Watchers Bid to USD $12,250 on 8/16/25 Bid: USD $12,250 Ended",Toyota,Land Cruiser,1999,,,,reserve_not_met,False,,12250,2025-08-16T00:00:00+00:00,25,2026-03-02T00:07:12.366475+00:00
https://bringatrailer.com/listing/1999-toyota-land-cruiser-111,"1999 Toyota Land Cruiser UZJ100 International USA P Premium NR No Reserve A Alumni This 1999 Toyota Land Cruiser is powered by a 4.7-liter 2UZ-FE V8 linked with a four-speed automatic transmission, a dual-range transfer case, a locking center differential, and a locking rear differential. The truck is finished in Riverock Green Mica over Ivory leather and features 16"" five-spoke alloy wheels, fog lights, a power sunroof, roof… 0 Comments 0 Views Views 0 Watchers Watchers Sold for USD $30,250 on 8/13/25 Bid: USD $30,250 Ended",Toyota,Land Cruiser,1999,,,,sold,True,30250,,2025-08-13T00:00:00+00:00,25,2026-03-02T00:07:12.366635+00:00
https://bringatrailer.com/listing/2007-toyota-land-cruiser-41,"2007 Toyota Land Cruiser UZJ100 International USA P Premium NR No Reserve A Alumni This 2007 Toyota Land Cruiser is powered by a 4.7-liter 2UZ-FE V8 linked with a five-speed automatic transmission, a dual-range transfer case, and a locking center differential. The truck is finished in Natural White over Stone leather and features 18"" five-spoke alloy wheels, fog lights, a power sunroof, a receiver hitch, a shortened antenna, a… 0 Comments 0 Views Views 0 Watchers Watchers Sold for USD $25,000 on 8/10/25 Bid: USD $25,000 Ended",Toyota,Land Cruiser,2007,,,,sold,True,25000,,2025-08-10T00:00:00+00:00,25,2026-03-02T00:07:12.366795+00:00
